,cycle,cpd01080,cpd00264,cpd00161,cpd00149,cpd00011,cpd00063,cpd00205,cpd00035,cpd00276,cpd00041,cpd00064,cpd00069,cpd00132,cpd00239,cpd00092,cpd00058,cpd00030,cpd00027,cpd04450,cpd00001,cpd00033,cpd00156,cpd00138,cpd00254,cpd00029,cpd00067,cpd00051,cpd15378,cpd00039,cpd00116,cpd00012,cpd00244,cpd01034,cpd00023,cpd00034,cpd10516,cpd00971,cpd00020,cpd10515,cpd04383,cpd00066,cpd00128,cpd00226,cpd00084,cpd00438,cpd00129,cpd00106,cpd00644,cpd00013,cpd00220,cpd01024,cpd01007,cpd00528,cpd00099,cpd00053,cpd00009,cpd00118,cpd00322,cpd00047,cpd00107,cpd00131,cpd00229,cpd00060,cpd00054,cpd00082,cpd00119,cpd00218,cpd00048,cpd00065
47,87,1.421494048,2.567742702,0.779474967,2499.978872,9.030834197,2499.978872,2499.978905,0.382558014,1.005982266,0.659820308,0.00014,3.03440842,0.320623944,2517.526479,0.0,2499.979986,2499.97994,38.25104756,14.70985767,2785.792771,2.445151093,3.086027283,0.0,2499.978872,11.34786761,9483.150827,4.506423829,0.001626363,1.969122596,43.96718051,3.478171922,2499.998931,66.15043862,0.140600684,2499.979974,2499.980389,2500,0.011803789,2499.936186,29.38291428,9.356232797,3.58e-06,3.090257198,6.337368823,0.0,0.911243632,2.972722972,0.011456393,500021.0727,0.0,20.30655749,183.0773812,2494.808708,2499.978871,0.158001781,499988.5308,1.14695603,14.06289609,0.000182,7.722071824,2499.998931,0.002334149,0.631216768,3.394894989,0.0,4.773034597,6.98e-07,2487.516742,6.415978772
48,88,1.444930185,2.589005306,0.753309085,2499.977861,9.22449883,2499.977861,2499.977894,0.33894855,1.007144967,0.562385086,0.000135,2.931660189,0.314238926,2518.026518,0.0,2499.979011,2499.978964,37.02536345,14.70085438,2798.241465,2.260305104,2.947264244,0.0,2499.977861,13.0233778,9467.869698,4.566514097,0.00165836,1.843182421,44.004051,3.610927252,2499.998895,66.13392675,0.116284501,2499.978999,2499.9793,2500,0.010118525,2499.933265,29.36640242,9.634072421,3.52e-06,3.094037338,6.433156853,0.0,0.911380459,3.000296291,0.012337404,500021.5178,0.0,20.95422832,183.0552644,2494.605023,2499.97786,0.158818799,499988.0387,1.146660155,14.71607085,0.000184,7.916310962,2499.998895,0.002409314,0.47024742,3.068038649,0.004155876,4.832071446,6.18e-07,2487.243312,6.515912901
49,89,1.467533461,2.609151011,0.726852073,2499.976835,9.407311576,2499.976835,2499.976869,0.307252567,1.008334842,0.475946235,0.000129,2.82893998,0.312850335,2518.493183,0.0,2499.978022,2499.977974,35.67512899,14.68492312,2811.237111,2.033385216,2.809979199,0.0080384,2499.976835,14.88876026,9451.859297,4.629005548,0.001689913,1.718204333,44.03836547,3.890506474,2499.99886,66.11799549,0.101449004,2499.978009,2499.977996,2500,0.010100066,2499.930504,29.35772403,9.916580273,3.46e-06,3.092944029,6.53160928,0.0,0.911916939,3.024730008,0.013238765,500021.9497,0.0,21.60866246,183.0343314,2494.397155,2499.976834,0.158389582,499987.2486,1.146350903,15.39195742,0.000179,8.110821522,2499.99886,0.002484242,0.366621219,2.709110857,0.002326624,4.894537838,5.41e-07,2486.948397,6.618751819
50,90,1.489331921,2.628267414,0.700688605,2499.975794,9.580750812,2499.975794,2499.975828,0.28451014,0.998952649,0.40338768,0.000124,2.727166815,0.31501151,2518.96385,0.0,2499.977018,2499.976969,34.23151758,14.66955534,2824.669907,1.811479257,2.67524025,0.005375283,2499.975794,16.82972491,9435.43042,4.694051745,0.001721627,1.594776943,44.07028018,4.187732083,2499.998823,66.10262771,0.092555723,2499.977005,2499.976837,2500,0.008592971,2499.927533,29.34935813,10.2031866,3.4e-06,3.087552728,6.63289814,0.0,0.912941598,3.046598108,0.014161017,500022.2873,0.0,22.27126001,183.0145123,2494.184956,2499.975793,0.15727044,499986.4187,1.146028789,16.08904805,0.000197,8.304936146,2499.998823,0.002558986,0.300546584,2.385505483,0.002160927,4.960571879,4.65e-07,2486.614483,6.724631684
51,91,1.510337346,2.646486595,0.675323952,2499.974736,9.745820541,2499.974736,2499.97477,0.268422212,0.988683595,0.351635617,0.00012,2.627213705,0.319589094,2519.457245,0.0,2499.975998,2499.975948,32.6984838,14.65473282,2838.526328,1.613995026,2.563483439,0.003612366,2499.974736,18.79103861,9418.569288,4.761688376,0.001752918,1.452016995,44.09993206,4.50276103,2499.998786,66.08780519,0.087760038,2499.975984,2499.975654,2500,0.007285012,2499.92452,29.34130185,10.49327323,3.34e-06,3.078511237,6.737138341,0.0,0.914622558,3.066473086,0.015106419,500022.5328,0.0,22.94308405,182.9957266,2493.968322,2499.974735,0.155541819,499985.5488,1.145694297,16.80834371,0.000182,8.497927878,2499.998786,0.002633517,0.259193534,2.097536231,0.002001168,5.030334192,3.92e-07,2486.23579,6.833662225
52,92,1.530571118,2.663860267,0.651160301,2499.97366,9.903468359,2499.97366,2499.973694,0.257219404,0.978396726,0.315117991,0.000115,2.529773717,0.324784331,2519.979128,0.0,2499.974959,2499.974909,31.08438308,14.64043814,2852.811109,1.440270352,2.454586218,0.00243955,2499.97366,20.77116595,9401.245901,4.831954115,0.001783839,1.308783058,44.12742723,4.835773583,2499.998749,66.07351051,0.084604094,2499.974945,2499.974456,2500,0.006155395,2499.921451,29.33354494,10.7862877,3.28e-06,3.06654715,6.844400035,0.0,0.916920916,3.085161166,0.016075819,500022.6836,4.69e-13,23.6249401,182.9778924,2493.747189,2499.973658,0.153807675,499984.6382,1.145347138,17.551624,0.000177,8.690569324,2499.998749,0.002707965,0.234189555,1.844083785,0.00163073,5.103864644,3.33e-07,2485.814994,6.945928238
53,93,1.550052575,2.680456772,0.6284865,2499.972562,10.05479354,2499.972562,2499.972597,0.249540373,0.967686778,0.28889023,0.000111,2.435424024,0.329870472,2520.532194,0.0,2499.973901,2499.97385,29.3933634,14.6266544,2867.529635,1.289080263,2.349079509,0.002435962,2499.972562,22.7687148,9383.437426,4.904831534,0.001814429,1.16640423,44.15286741,5.186917358,2499.998711,66.05972677,0.082851092,2499.973886,2499.97323,2500,0.005534865,2499.918326,29.32611155,11.0817279,3.22e-06,3.052160981,6.954745532,0.0,0.91978947,3.103283057,0.017070376,500022.7476,1.42e-13,24.31741703,182.9609399,2493.521523,2499.972561,0.152168817,499983.686,1.144986159,18.3202667,0.000175,8.882135381,2499.998711,0.002782429,0.220053066,1.623238762,0.001316476,5.181190141,2.84e-07,2485.354887,7.061506971
54,94,1.568823725,2.696329941,0.607487539,2499.971442,10.20074829,2499.971442,2499.971477,0.244374435,0.956515929,0.269961606,0.000107,2.344645112,0.334425635,2521.1184,0.0,2499.97282,2499.972768,144.3896535,14.61336522,2882.693501,1.158792972,2.237514824,0.001660933,2499.971442,24.78307546,9365.121447,4.980270076,0.001845028,1.03409781,44.17636196,5.556376395,2499.998672,66.04643759,0.081932853,2499.972805,2499.971974,2500,0.005365484,2499.915139,29.31895275,11.37921377,3.16e-06,3.035590167,7.068250703,0.0,0.923111917,3.121149985,0.01809094,500022.7242,4.39e-14,25.0209448,182.9448079,2493.291318,2499.971441,0.150725404,499982.6913,1.144610362,19.1155894,0.000174,9.072023686,2499.998672,0.002856986,0.213211261,1.432755491,0.001052914,5.262360134,2.44e-07,2484.857119,7.180490179
55,95,1.586903715,2.711369061,0.588260656,2499.970297,10.34225696,2499.970297,2499.970332,0.240985046,0.936173127,0.256285748,0.000104,2.257823597,0.3382565,2521.736006,0.0,2499.971715,2499.971662,142.5564817,14.60055471,2898.326535,1.047527531,2.121454704,0.00087,2499.970297,26.81336079,9346.275195,5.058241524,0.001875365,0.921072705,44.198025,5.944405547,2499.998633,66.03362708,0.081524208,2499.971699,2499.970686,2500,0.00551256,2499.911885,29.31206419,11.67849739,3.11e-06,3.016945569,7.185008772,0.0,0.926916761,3.138937815,0.019138211,500022.6103,1.37e-14,25.73585472,182.9294419,2493.056621,2499.970295,0.14947665,499981.6531,1.144218791,19.93916522,0.000174,9.258940234,2499.998633,0.002931698,0.211334499,1.270008624,0.000504,5.347443332,2.1e-07,2484.325804,7.302987387
56,96,1.604312976,2.725811755,0.570835694,2499.969124,10.48019412,2499.969124,2499.96916,0.238874886,0.90032097,0.246353967,0.0001,2.175271398,0.341335236,2522.383354,0.0,2499.970583,2499.97053,140.6540708,14.58820747,2914.443918,0.953069716,2.011382269,0.000456,2499.969124,28.85888118,9326.873899,5.138751657,0.001905129,0.824966509,44.2179722,6.351342835,2499.998593,66.02127984,0.081872784,2499.970567,2499.969363,2500,0.0058817,2499.908558,29.30544101,11.97945781,3.06e-06,2.99628796,7.30513517,0.0,0.93117301,3.156751574,0.020211459,500022.4121,4.31e-15,26.46235486,182.9147936,2492.817431,2499.969123,0.148437374,499980.5702,1.143810566,20.79265889,0.000173,9.44178552,2499.998593,0.003006334,0.212912979,1.132184758,0.000396,5.436646067,1.82e-07,2483.764182,7.429126687
57,97,1.62106625,2.739702025,0.555191829,2499.967924,10.61527299,2499.967924,2499.96796,0.237719945,0.852133395,0.239075882,9.72e-05,2.097238818,0.343742512,2523.061621,0.0,2499.969424,2499.96937,138.684375,14.57630873,2931.047866,0.873494311,1.907476204,0.00024,2499.967924,30.91947077,9306.889665,5.221862553,0.001934428,0.743677281,44.23631828,6.777577903,2499.998552,66.0093811,0.082221197,2499.969408,2499.968005,2500,0.006432759,2499.905156,29.29907379,12.28209768,3e-06,2.973686861,7.428768434,0.0,0.93598984,3.17466152,0.021306322,500022.137,1.39e-15,27.20062258,182.9008196,2492.573782,2499.967922,0.147584283,499979.4418,1.143385525,21.67778779,0.000172,9.620499232,2499.998552,0.003080834,0.216976887,1.016414386,0.000308,5.530076153,1.59e-07,2483.172165,7.559053582
58,98,1.637184875,2.753073593,0.541267975,2499.966697,10.74810067,2499.966697,2499.966733,0.237267323,0.789336113,0.240828548,9.42e-05,2.023971107,0.345607351,2523.777059,0.0,2499.968239,2499.968185,136.6509178,14.56484435,2948.147959,0.806936805,1.810067695,0.000126,2499.966697,32.99481318,9286.289034,5.307811884,0.001963213,0.675476894,44.25317465,7.223578123,2499.998511,65.99791672,0.082601576,2499.968222,2499.966608,2500,0.007106181,2499.901687,29.29296642,12.58661719,2.95e-06,2.94935944,7.556110235,0.0,0.941463142,3.192699138,0.022422036,500021.7917,4.5e-16,27.95080889,182.887481,2492.325711,2499.966695,0.146923927,499978.2672,1.142776825,22.59663433,0.000192,9.795375959,2499.998511,0.003155195,0.222975882,0.91988975,0.000237,5.627896023,1.39e-07,2482.544268,7.692949922
59,99,1.652688797,2.765957646,0.528984885,2499.965442,10.87906542,2499.965442,2499.965479,0.237297291,0.714117733,0.24897969,9.13e-05,1.955516611,0.346665337,2524.529902,0.0,2499.967028,2499.966972,134.5546026,14.55380078,2965.753634,0.751654596,1.719123392,6.68e-05,2499.965442,35.08468433,9265.027559,5.396708897,0.001992001,0.618672165,44.26864728,7.689966363,2499.998469,65.98687315,0.083024298,2499.96701,2499.965175,2500,0.00771506,2499.898146,29.28708912,12.89324349,2.9e-06,2.923476622,7.687299558,0.0,0.947546508,3.211070559,0.023559531,500021.3829,1.47e-16,28.71306008,182.8747427,2492.073237,2499.965441,0.146435967,499977.045,1.142151976,23.55286974,0.000197,9.966718904,2499.998469,0.003229511,0.230467907,0.83998536,0.000181,5.730212628,1.23e-07,2481.880827,7.830957598
60,100,1.667593724,2.778384454,0.518244592,2499.96416,11.00872617,2499.96416,2499.964196,0.23765422,0.62868589,0.26123031,8.87e-05,1.891922399,0.346904478,2525.320188,0.0,2499.965788,2499.965732,132.3961802,14.54316278,2983.871654,0.706029351,1.634600338,3.54e-05,2499.96416,37.18889624,9243.077406,5.488570944,0.002020595,0.571660726,44.28283775,8.177109894,2499.998426,65.97623515,0.083493865,2499.96577,2499.963702,2500,0.00816667,2499.894531,29.2814402,13.20209529,2.85e-06,2.89612937,7.822438077,0.0,0.954225099,3.229901573,0.024719655,500020.9165,4.88e-17,29.48750572,182.8625704,2491.816379,2499.964158,0.14609556,499975.7741,1.141510447,24.5479658,0.000198,10.1345417,2499.998426,0.003303867,0.239108879,0.774264967,0.000137,5.837103143,1.09e-07,2481.18223,7.973190605
61,101,1.681913051,2.790380885,0.508931029,2499.962847,11.13756909,2499.962847,2499.962884,0.238235338,0.53534129,0.275814104,8.87e-05,1.83317733,0.346461954,2526.14817,0.0,2499.96452,2499.964464,130.1760324,14.53291801,3002.508163,0.66857534,1.556402924,1.88e-05,2499.962847,39.30732854,9220.410593,5.583432041,0.002049028,0.533039096,44.29584296,8.685455425,2499.998382,65.96599038,0.08360416,2499.964502,2499.962189,2500,0.008434103,2499.89084,29.27602042,13.51337742,2.81e-06,2.867351732,7.961639999,0.0,0.961492041,3.249256343,0.025902857,500020.3974,1.65e-17,30.27426418,182.8509352,2491.555154,2499.962846,0.145885345,499974.4535,1.140853195,25.58342036,0.000198,10.29895878,2499.998382,0.003378331,0.248683474,0.72050289,6.21e-05,5.94866197,9.64e-08,2480.448535,8.119774267
62,102,1.695664582,2.801976854,0.500919095,2499.961505,11.26609229,2499.961505,2499.961541,0.238977606,0.435416873,0.291375352,8.86e-05,1.779215903,0.345545539,2527.014346,0.0,2499.963222,2499.963165,127.8938542,14.52305452,3021.674537,0.637964625,1.484375447,1e-05,2499.961505,41.43981909,9196.999154,5.681337289,0.002077142,0.501582414,44.30775448,9.21552406,2499.998338,65.95612689,0.083961926,2499.963203,2499.960631,2500,0.008508608,2499.887071,29.27081909,13.82735759,2.76e-06,2.837121075,8.105025264,0.0,0.969306644,3.269148717,0.027110345,500019.8295,5.63e-18,31.07344889,182.8398105,2491.289581,2499.961503,0.145787599,499973.0818,1.140178236,26.66071987,0.000198,10.4601484,2499.998338,0.003452969,0.259054637,0.676713569,4.61e-05,6.064991871,8.6e-08,2479.679485,8.270841076
63,103,1.708871759,2.813181718,0.494082714,2499.96013,11.39472035,2499.96013,2499.960167,0.239846471,0.343091684,0.288061592,8.86e-05,1.729935862,0.344374937,2527.908043,0.0,2499.961892,2499.961835,125.5491079,14.5135613,3041.349133,0.613033509,1.418331694,5.35e-06,2499.96013,43.58637694,9172.814154,5.782342909,0.002105347,0.476242812,44.31865833,9.767904254,2499.998293,65.94663367,0.084517309,2499.961874,2499.959027,2500,0.008438247,2499.883222,29.26582535,14.1443623,2.71e-06,2.805400087,8.252724032,0.0,0.977611047,3.289575046,0.028343207,500019.2222,1.94e-18,31.8851737,182.8291726,2491.019671,2499.960128,0.14583955,499971.6575,1.139485097,27.78142275,0.000197,10.61834866,2499.998293,0.003527835,0.270143697,0.641163987,2.58e-05,6.186207814,7.71e-08,2478.885946,8.426532888
64,104,1.721553634,2.824020004,0.488299861,2499.958722,11.5235931,2499.958722,2499.95876,0.240835892,0.266014035,0.260922445,8.86e-05,1.685204451,0.34414811,2528.82601,0.0,2499.960531,2499.960473,123.1388306,14.50442705,3061.525273,0.592779596,1.358063847,2.87e-06,2499.958722,45.7470121,9147.843848,5.886549429,0.0021333,0.456171767,44.32863492,10.34330345,2499.998248,65.93749942,0.085188458,2499.960512,2499.957375,2500,0.008640676,2499.87929,29.26102513,14.46480174,2.67e-06,2.771677711,8.404886287,0.0,0.986394234,3.310049409,0.029600818,500018.5775,6.87e-19,32.70955442,182.8189986,2490.745436,2499.958721,0.146002978,499970.1789,1.138773296,28.94642939,0.000197,10.77396524,2499.998248,0.003602962,0.281930295,0.612359721,1.42e-05,6.312444936,6.93e-08,2478.071334,8.587007827
65,105,1.733726927,2.833043635,0.483560152,2499.957282,11.65278448,2499.957282,2499.957319,0.21561955,0.201696661,0.241290561,8.86e-05,1.644875218,0.345942361,2529.783479,0.0,2499.959137,2499.959079,120.6599412,14.49563972,3082.232931,0.576475246,1.303343994,1.54e-06,2499.957282,47.92173737,9122.119565,5.994992236,0.002161357,0.440635784,44.32866281,10.94242542,2499.998201,65.92871209,0.085954827,2499.959118,2499.955676,2500,0.009510366,2499.875276,29.25642681,14.78909756,2.62e-06,2.735364925,8.561662216,0.0,0.995840793,3.330519645,0.030883456,500017.8976,2.52e-19,33.54671226,182.8102113,2490.466882,2499.957281,0.146302749,499968.6446,1.138042178,30.15615411,0.000196,10.92738615,2499.998201,0.003678372,0.294405211,0.589041762,3.7e-06,6.443836765,6.25e-08,2477.220566,8.75242522
66,106,1.745420692,2.841861247,0.479614743,2499.955808,11.78284437,2499.955808,2499.955845,0.176803664,0.148020466,0.230302274,8.86e-05,1.608793607,0.347546605,2530.783314,0.0,2499.95771,2499.957652,118.1085894,14.48718929,3103.478468,0.563245236,1.253683524,8.33e-07,2499.955808,50.11057315,9095.596082,6.106738313,0.002189367,0.428990657,44.32869067,11.565798,2499.998154,65.92026166,0.086795498,2499.957691,2499.953927,2500,0.01038049,2499.871177,29.25201726,15.11767221,2.58e-06,2.696790048,8.723200802,0.0,1.005392708,3.351723868,0.032191477,500017.1785,1e-19,34.39321684,182.8017608,2490.184952,2499.955806,0.14675848,499967.0532,1.137290951,31.41152726,0.000195,11.07918505,2499.998154,0.003754091,0.30756335,0.570175229,1.98e-06,6.580512538,5.66e-08,2476.330923,8.922944314
67,107,1.756649887,2.850480242,0.476379603,2499.954298,11.91443889,2499.954298,2499.954336,0.140477415,0.103171569,0.224254983,8.86e-05,1.576774096,0.348087235,2531.826151,0.0,2499.956249,2499.956189,115.4816532,14.47906492,3125.28063,0.552517268,1.208426448,4.52e-07,2499.954298,52.30751946,9068.255698,6.221843914,0.002217349,0.420631198,44.32871851,12.21403358,2499.998107,65.91213729,0.087700864,2499.956228,2499.952127,2500,0.010914347,2499.866986,29.24779031,15.45094032,2.54e-06,2.656133405,8.889640516,0.0,1.014768582,3.375199013,0.033524926,500016.4125,4.04e-20,35.24727441,182.7936365,2489.900182,2499.954297,0.14733682,499965.403,1.136518227,32.71381045,0.000195,11.22993329,2499.998107,0.003830152,0.321385626,0.5549108,4.96e-07,6.722592191,5.14e-08,2475.401889,9.098720823
68,108,1.767431058,2.85890268,0.473777829,2499.952751,12.04840985,2499.952751,2499.952788,0.126730262,0.066676481,0.221013162,8.86e-05,1.548623231,0.347858619,2532.911307,0.0,2499.95475,2499.954689,112.7767906,14.47125601,3147.677229,0.543821163,1.167544412,2.46e-07,2499.952751,54.48691006,9040.066443,6.34035438,0.002245322,0.415019636,44.32874634,12.88786358,2499.99806,65.90432838,0.088663809,2499.954728,2499.950274,2500,0.011147599,2499.862698,29.24373985,15.78932312,2.5e-06,2.613358194,9.061123882,0.0,1.024262855,3.400190012,0.034884257,500015.5804,2.3e-20,36.10923872,182.7858276,2489.612549,2499.952749,0.14787966,499963.6919,1.135722323,34.06467173,0.000194,11.37948705,2499.99806,0.003906598,0.335861939,0.542555516,2.58e-07,6.87019962,4.69e-08,2474.434232,9.279917966
69,109,1.777778431,2.867135219,0.471741537,2499.951161,12.18591873,2499.951161,2499.951199,0.121752337,0.043160225,0.219364309,8.86e-05,1.524136248,0.347930896,2534.039143,0.0,2499.95321,2499.953148,109.9879991,14.46375217,3170.708294,0.536776876,1.130968737,1.34e-07,2499.951161,56.65767322,9010.973173,6.462283445,0.002273183,0.411645624,44.3287742,13.58816449,2499.998012,65.89682454,0.089650605,2499.953187,2499.948363,2500,0.011406474,2499.858301,29.23986267,16.13322835,2.46e-06,2.568242904,9.237791923,0.0,1.034193211,3.425333964,0.036270993,500014.6852,1.67e-20,36.98220162,182.7783237,2489.32129,2499.95116,0.148372505,499961.9173,1.134900883,35.46654915,0.000194,11.52753739,2499.998012,0.003983488,0.350977506,0.532531053,1.32e-07,7.023452609,4.28e-08,2473.427632,9.466703996
70,110,1.787715739,2.875167279,0.470214576,2499.949527,12.3279054,2499.949527,2499.949565,0.120138148,0.028118544,0.218630673,8.86e-05,1.503117225,0.348497319,2535.211148,0.0,2499.951626,2499.951562,107.115178,14.45654326,3194.40304,0.531082257,1.098243023,7.38e-08,2499.949527,58.82753593,8980.933426,6.587677101,0.002301087,0.41011452,44.32880211,14.31583762,2499.997963,65.88961563,0.09074896,2499.951602,2499.946394,2500,0.011770097,2499.853784,29.23614908,16.4831074,2.42e-06,2.520626882,9.419809299,0.0,1.044460608,3.450627675,0.037685865,500013.7335,1.67e-20,37.86746363,182.7711148,2489.026093,2499.949526,0.148980411,499960.0766,1.134051595,36.92153738,0.000193,11.67426863,2499.997963,0.004060862,0.366761423,0.52438878,6.67e-08,7.182497563,3.93e-08,2472.380646,9.659273054
71,111,1.797253748,2.883013012,0.469150304,2499.947847,12.47504363,2499.947847,2499.947885,0.11981083,0.018561065,0.218437585,8.86e-05,1.485455984,0.349516025,2536.429369,0.0,2499.949996,2499.949932,104.159161,14.44961899,3218.780818,0.526498876,1.06919499,4.07e-08,2499.947847,61.00135845,8949.903927,6.716751856,0.00232905,0.410292108,44.32883007,15.07185771,2499.997914,65.88269136,0.091860802,2499.949971,2499.944362,2500,0.012244203,2499.849145,29.23258986,16.83954604,2.38e-06,2.4705285,9.607421274,0.0,1.055177805,3.476086519,0.0391294,500012.7307,1.67e-20,38.76562422,182.7641905,2488.726819,2499.947845,0.149676561,499958.1675,1.133173985,38.43214874,0.000193,11.82014458,2499.997914,0.004138751,0.383348042,0.517780517,3.32e-08,7.347558267,3.61e-08,2471.291291,9.857871997
72,112,1.806410923,2.890668064,0.468512712,2499.94612,12.62767226,2499.94612,2499.946158,0.119983367,0.0125236,0.218577497,8.86e-05,1.470981726,0.350899447,2537.695492,0.0,2499.948321,2499.948255,101.1184128,14.44296939,3243.865234,0.52284524,1.043543796,2.25e-08,2499.94612,63.18229125,8917.839366,6.84970115,0.002357087,0.412029642,44.32885811,15.85731145,2499.997864,65.87604176,0.093070506,2499.948294,2499.942271,2500,0.01280855,2499.844378,29.22917982,17.20315152,2.34e-06,2.417856546,9.800856674,0.0,1.066316898,3.50172421,0.040602061,500011.6788,1.66e-20,39.6770317,182.7575409,2488.423381,2499.946118,0.150484555,499956.1876,1.132266626,40.00186777,0.000192,11.96571603,2499.997864,0.004217185,0.400828292,0.512438322,1.63e-08,7.518849909,3.33e-08,2470.157984,10.06274257
73,113,1.81520207,2.898128902,0.468272703,2499.944343,12.78628323,2499.944343,2499.944382,0.120361732,0.00872686,0.218936174,8.86e-05,1.459551846,0.352573559,2539.010897,0.0,2499.946596,2499.946529,97.99117712,14.43658508,3269.677598,0.519982135,1.02104014,1.25e-08,2499.944343,65.37253673,8884.708162,6.986625358,0.002385214,0.415094095,44.32888624,16.67304328,2499.997813,65.86965745,0.094312178,2499.946569,2499.940126,2500,0.013445308,2499.839471,29.22591835,17.57440439,2.3e-06,2.362508577,10.00031432,0.0,1.077881966,3.527552353,0.042104297,500010.5788,1.66e-20,40.60194206,182.7511566,2488.115713,2499.944342,0.151399225,499954.1347,1.131328034,41.63234927,0.000192,12.11122338,2499.997813,0.004296192,0.419229735,0.508156453,7.87e-09,7.696560456,3.08e-08,2468.979468,10.27410384
74,114,1.823636864,2.905401758,0.468403883,2499.942516,12.95133111,2499.942516,2499.942554,0.120838525,0.006345586,0.219451783,8.86e-05,1.451027046,0.354486914,2540.377024,0.0,2499.944821,2499.944753,94.77530173,14.43045704,3296.240034,0.517798924,1.001458976,7e-09,2499.942516,67.57361484,8850.477483,7.127640701,0.002413442,0.419305035,44.32891446,17.51994924,2499.997761,65.86352941,0.09559041,2499.944793,2499.937915,2500,0.014136712,2499.834424,29.22280364,17.95380989,2.26e-06,2.304378004,10.20600657,0.0,1.089904869,3.55357823,0.043636524,500009.431,1.66e-20,41.54058156,182.7450286,2487.80375,2499.942514,0.152386542,499952.0064,1.130356785,43.32534427,0.000191,12.25692464,2499.997761,0.004375797,0.43859646,0.504772927,3.75e-09,7.880893968,2.86e-08,2467.754427,10.49218916
75,115,1.831727686,2.912492412,0.468882555,2499.940635,13.12325066,2499.940635,2499.940674,0.121374875,0.004852173,0.220090652,8.86e-05,1.445273434,0.356604938,2541.795375,0.0,2499.942994,2499.942925,91.46840617,14.42457653,3323.575442,0.516207935,0.984593115,3.93e-09,2499.940635,69.786623,8815.112983,7.272874579,0.002441871,0.424521857,44.32894281,18.39897739,2499.997709,65.85764889,0.096876971,2499.942965,2499.935637,2500,0.014869164,2499.829231,29.2198276,18.34189424,2.23e-06,2.243356416,10.41815952,0.0,1.102443537,3.579806764,0.045199152,500008.235,1.66e-20,42.49317196,182.7391481,2487.487428,2499.940634,0.153427149,499949.8004,1.129351469,45.08270724,0.000191,12.40308872,2499.997709,0.004456026,0.458983167,0.502160335,1.76e-09,8.072068796,2.65e-08,2466.481488,10.71724513
76,116,1.839489996,2.919395913,0.469687546,2499.938699,13.30246636,2499.938699,2499.938737,0.121956564,0.003912266,0.220834002,8.86e-05,1.442159106,0.358905428,2543.267517,0.0,2499.941112,2499.941041,88.06777034,14.4189351,3351.708038,0.515139673,0.97025011,2.22e-09,2499.938699,72.0123803,8778.578725,7.422466456,0.002470425,0.430639166,44.32897128,19.31112249,2499.997656,65.85200747,0.098251805,2499.941082,2499.933289,2500,0.015631191,2499.823888,29.21697748,18.73920142,2.19e-06,2.179325994,10.63700888,0.0,1.115482554,3.606240903,0.046792563,500006.9904,1.65e-20,43.45993921,182.7335066,2487.166678,2499.938697,0.154546421,499947.514,1.128310675,46.90639703,0.00017,12.5499913,2499.997656,0.004536902,0.4804519,0.500218222,8.13e-10,8.270316045,2.47e-08,2465.159217,10.94953071
77,117,1.84692791,2.926120508,0.470800215,2499.936705,13.48940126,2499.936705,2499.936744,0.122578224,0.003315514,0.221671042,8.86e-05,1.441561517,0.361376545,2544.795074,0.0,2499.939173,2499.939102,84.57069073,14.41360699,3380.662532,0.51453907,0.958249779,1.26e-09,2499.936705,74.25154349,8740.836977,7.576563631,0.002499111,0.437573022,44.32899989,20.25743042,2499.997602,65.84659638,0.099603902,2499.939142,2499.930869,2500,0.016417312,2499.818388,29.21418081,19.14629159,2.16e-06,2.112171782,10.86280531,0.0,1.129076629,3.632883597,0.048417023,500005.6964,1.65e-20,44.4411151,182.7280956,2486.841426,2499.936704,0.155719284,499945.1446,1.127232959,48.79848174,0.000164,12.69790987,2499.997602,0.004618449,0.503070046,0.498867854,3.7e-10,8.475879356,2.31e-08,2463.786131,11.18931731
78,118,1.854058555,2.932662281,0.472204024,2499.934651,13.68447699,2499.934651,2499.93469,0.123237429,0.002930802,0.222594997,8.86e-05,1.443360561,0.364008685,2546.379758,0.0,2499.937175,2499.937103,80.97404585,14.40860408,3410.465378,0.514362122,0.948424254,4.31e-10,2499.934651,76.50462733,8701.848404,7.735322566,0.002527944,0.445264025,44.32902865,21.23899848,2499.997547,65.84140836,0.101071349,2499.937143,2499.928373,2500,0.017219299,2499.812724,29.21140186,19.56374038,2.12e-06,2.041766937,11.09580795,0.0,1.143241618,3.659736203,0.05007297,500004.352,1.65e-20,45.43694123,182.7229075,2486.511591,2499.93465,0.156960616,499942.6895,1.126116849,50.76112982,0.000163,12.84712474,2499.997547,0.004700691,0.526910007,0.498046498,1.6e-10,8.689014609,2.16e-08,2462.360665,11.43688864
